gear_type,speed_kmph,distance_km,current_amp,battery_voltage,vehicle_load_kg,payload_ratio,power_kw,energy_per_km,efficiency_score,motor_temp,controller_temp,diff_temp,thermal_stress_index,speed_drop_rate,acceleration_sec,ambient_temp
TorkZ,25.0,112.3,29.0,51.1,900,1.0,1.6671375,0.0666855,0.8620689655172413,27.6,43.1,30.8,0.8458333333333333,0.08904719501335707,16,40
TorkZ,22.0,113.3,26.5,51.1,600,0.3333333333333333,1.0156125,0.04616420454545455,0.8301886792452831,27.6,43.1,30.8,1.6916666666666667,0.1147396293027361,16,20
TorkZ,22.0,113.3,26.5,51.1,600,0.3333333333333333,1.0156125,0.04616420454545455,0.8301886792452831,27.6,43.1,30.8,1.2083333333333333,0.1147396293027361,16,28
TorkZ,22.0,113.3,26.5,51.1,600,0.3333333333333333,1.0156125,0.04616420454545455,0.8301886792452831,27.6,43.1,30.8,0.9666666666666667,0.1147396293027361,16,35
TorkZ,22.0,113.3,26.5,51.1,600,0.3333333333333333,1.0156125,0.04616420454545455,0.8301886792452831,27.6,43.1,30.8,0.8458333333333333,0.1147396293027361,16,40
TorkZ,22.0,113.3,26.5,51.1,700,0.5555555555555556,1.18488125,0.05385823863636364,0.8301886792452831,27.6,43.1,30.8,1.6916666666666667,0.1147396293027361,16,20
TorkZ,22.0,113.3,26.5,51.1,700,0.5555555555555556,1.18488125,0.05385823863636364,0.8301886792452831,27.6,43.1,30.8,1.2083333333333333,0.1147396293027361,16,28
TorkZ,22.0,113.3,26.5,51.1,700,0.5555555555555556,1.18488125,0.05385823863636364,0.8301886792452831,27.6,43.1,30.8,0.9666666666666667,0.1147396293027361,16,35
TorkZ,22.0,113.3,26.5,51.1,700,0.5555555555555556,1.18488125,0.05385823863636364,0.8301886792452831,27.6,43.1,30.8,0.8458333333333333,0.1147396293027361,16,40
TorkZ,22.0,113.3,26.5,51.1,800,0.7777777777777778,1.3541500000000002,0.06155227272727273,0.8301886792452831,27.6,43.1,30.8,1.6916666666666667,0.1147396293027361,16,20
TorkZ,22.0,113.3,26.5,51.1,800,0.7777777777777778,1.3541500000000002,0.06155227272727273,0.8301886792452831,27.6,43.1,30.8,1.2083333333333333,0.1147396293027361,16,28
TorkZ,22.0,113.3,26.5,51.1,800,0.7777777777777778,1.3541500000000002,0.06155227272727273,0.8301886792452831,27.6,43.1,30.8,0.9666666666666667,0.1147396293027361,16,35
TorkZ,22.0,113.3,26.5,51.1,800,0.7777777777777778,1.3541500000000002,0.06155227272727273,0.8301886792452831,27.6,43.1,30.8,0.8458333333333333,0.1147396293027361,16,40
TorkZ,22.0,113.3,26.5,51.1,900,1.0,1.5234187500000003,0.06924630681818184,0.8301886792452831,27.6,43.1,30.8,1.6916666666666667,0.1147396293027361,16,20
TorkZ,22.0,113.3,26.5,51.1,900,1.0,1.5234187500000003,0.06924630681818184,0.8301886792452831,27.6,43.1,30.8,1.2083333333333333,0.1147396293027361,16,28
TorkZ,22.0,113.3,26.5,51.1,900,1.0,1.5234187500000003,0.06924630681818184,0.8301886792452831,27.6,43.1,30.8,0.9666666666666667,0.1147396293027361,16,35
TorkZ,22.0,113.3,26.5,51.1,900,1.0,1.5234187500000003,0.06924630681818184,0.8301886792452831,27.6,43.1,30.8,0.8458333333333333,0.1147396293027361,16,40
TorkZ,20.0,114.3,23.0,51.1,600,0.3333333333333333,0.881475,0.04407375,0.8695652173913043,27.6,43.1,30.8,1.6916666666666667,0.13123359580052493,16,20
TorkZ,20.0,114.3,23.0,51.1,600,0.3333333333333333,0.881475,0.04407375,0.8695652173913043,27.6,43.1,30.8,1.2083333333333333,0.13123359580052493,16,28
TorkZ,20.0,114.3,23.0,51.1,600,0.3333333333333333,0.881475,0.04407375,0.8695652173913043,27.6,43.1,30.8,0.9666666666666667,0.13123359580052493,16,35
TorkZ,20.0,114.3,23.0,51.1,600,0.3333333333333333,0.881475,0.04407375,0.8695652173913043,27.6,43.1,30.8,0.8458333333333333,0.13123359580052493,16,40
TorkZ,20.0,114.3,23.0,51.1,700,0.5555555555555556,1.0283875,0.051419375,0.8695652173913043,27.6,43.1,30.8,1.6916666666666667,0.13123359580052493,16,20
TorkZ,20.0,114.3,23.0,51.1,700,0.5555555555555556,1.0283875,0.051419375,0.8695652173913043,27.6,43.1,30.8,1.2083333333333333,0.13123359580052493,16,28
TorkZ,20.0,114.3,23.0,51.1,700,0.5555555555555556,1.0283875,0.051419375,0.8695652173913043,27.6,43.1,30.8,0.9666666666666667,0.13123359580052493,16,35
TorkZ,20.0,114.3,23.0,51.1,700,0.5555555555555556,1.0283875,0.051419375,0.8695652173913043,27.6,43.1,30.8,0.8458333333333333,0.13123359580052493,16,40
TorkZ,20.0,114.3,23.0,51.1,800,0.7777777777777778,1.1753,0.058765,0.8695652173913043,27.6,43.1,30.8,1.6916666666666667,0.13123359580052493,16,20
TorkZ,20.0,114.3,23.0,51.1,800,0.7777777777777778,1.1753,0.058765,0.8695652173913043,27.6,43.1,30.8,1.2083333333333333,0.13123359580052493,16,28
TorkZ,20.0,114.3,23.0,51.1,800,0.7777777777777778,1.1753,0.058765,0.8695652173913043,27.6,43.1,30.8,0.9666666666666667,0.13123359580052493,16,35
TorkZ,20.0,114.3,23.0,51.1,800,0.7777777777777778,1.1753,0.058765,0.8695652173913043,27.6,43.1,30.8,0.8458333333333333,0.13123359580052493,16,40
TorkZ,20.0,114.3,23.0,51.1,900,1.0,1.3222125,0.066110625,0.8695652173913043,27.6,43.1,30.8,1.6916666666666667,0.13123359580052493,16,20
TorkZ,20.0,114.3,23.0,51.1,900,1.0,1.3222125,0.066110625,0.8695652173913043,27.6,43.1,30.8,1.2083333333333333,0.13123359580052493,16,28
TorkZ,20.0,114.3,23.0,51.1,900,1.0,1.3222125,0.066110625,0.8695652173913043,27.6,43.1,30.8,0.9666666666666667,0.13123359580052493,16,35
TorkZ,20.0,114.3,23.0,51.1,900,1.0,1.3222125,0.066110625,0.8695652173913043,27.6,43.1,30.8,0.8458333333333333,0.13123359580052493,16,40
TorkZ,17.5,115.3,21.5,51.1,600,0.3333333333333333,0.8239875000000001,0.04708500000000001,0.813953488372093,27.6,43.1,30.8,1.6916666666666667,0.15177797051170858,16,20
TorkZ,17.5,115.3,21.5,51.1,600,0.3333333333333333,0.8239875000000001,0.04708500000000001,0.813953488372093,27.6,43.1,30.8,1.2083333333333333,0.15177797051170858,16,28
TorkZ,17.5,115.3,21.5,51.1,600,0.3333333333333333,0.8239875000000001,0.04708500000000001,0.813953488372093,27.6,43.1,30.8,0.9666666666666667,0.15177797051170858,16,35
TorkZ,17.5,115.3,21.5,51.1,600,0.3333333333333333,0.8239875000000001,0.04708500000000001,0.813953488372093,27.6,43.1,30.8,0.8458333333333333,0.15177797051170858,16,40
TorkZ,17.5,115.3,21.5,51.1,700,0.5555555555555556,0.9613187500000001,0.05493250000000001,0.813953488372093,27.6,43.1,30.8,1.6916666666666667,0.15177797051170858,16,20
TorkZ,17.5,115.3,21.5,51.1,700,0.5555555555555556,0.9613187500000001,0.05493250000000001,0.813953488372093,27.6,43.1,30.8,1.2083333333333333,0.15177797051170858,16,28
TorkZ,17.5,115.3,21.5,51.1,700,0.5555555555555556,0.9613187500000001,0.05493250000000001,0.813953488372093,27.6,43.1,30.8,0.9666666666666667,0.15177797051170858,16,35
TorkZ,17.5,115.3,21.5,51.1,700,0.5555555555555556,0.9613187500000001,0.05493250000000001,0.813953488372093,27.6,43.1,30.8,0.8458333333333333,0.15177797051170858,16,40
TorkZ,17.5,115.3,21.5,51.1,800,0.7777777777777778,1.0986500000000001,0.06278,0.813953488372093,27.6,43.1,30.8,1.6916666666666667,0.15177797051170858,16,20
TorkZ,17.5,115.3,21.5,51.1,800,0.7777777777777778,1.0986500000000001,0.06278,0.813953488372093,27.6,43.1,30.8,1.2083333333333333,0.15177797051170858,16,28
TorkZ,17.5,115.3,21.5,51.1,800,0.7777777777777778,1.0986500000000001,0.06278,0.813953488372093,27.6,43.1,30.8,0.9666666666666667,0.15177797051170858,16,35
TorkZ,17.5,115.3,21.5,51.1,800,0.7777777777777778,1.0986500000000001,0.06278,0.813953488372093,27.6,43.1,30.8,0.8458333333333333,0.15177797051170858,16,40
TorkZ,17.5,115.3,21.5,51.1,900,1.0,1.23598125,0.0706275,0.813953488372093,27.6,43.1,30.8,1.6916666666666667,0.15177797051170858,16,20
TorkZ,17.5,115.3,21.5,51.1,900,1.0,1.23598125,0.0706275,0.813953488372093,27.6,43.1,30.8,1.2083333333333333,0.15177797051170858,16,28
TorkZ,17.5,115.3,21.5,51.1,900,1.0,1.23598125,0.0706275,0.813953488372093,27.6,43.1,30.8,0.9666666666666667,0.15177797051170858,16,35
TorkZ,17.5,115.3,21.5,51.1,900,1.0,1.23598125,0.0706275,0.813953488372093,27.6,43.1,30.8,0.8458333333333333,0.15177797051170858,16,40
TorkZ,15.0,116.1,20.0,51.1,600,0.3333333333333333,0.7665,0.0511,0.75,27.6,43.1,30.8,1.6916666666666667,0.17226528854435832,16,20
TorkZ,15.0,116.1,20.0,51.1,600,0.3333333333333333,0.7665,0.0511,0.75,27.6,43.1,30.8,1.2083333333333333,0.17226528854435832,16,28
TorkZ,15.0,116.1,20.0,51.1,600,0.3333333333333333,0.7665,0.0511,0.75,27.6,43.1,30.8,0.9666666666666667,0.17226528854435832,16,35
TorkZ,15.0,116.1,20.0,51.1,600,0.3333333333333333,0.7665,0.0511,0.75,27.6,43.1,30.8,0.8458333333333333,0.17226528854435832,16,40
TorkZ,15.0,116.1,20.0,51.1,700,0.5555555555555556,0.89425,0.059616666666666665,0.75,27.6,43.1,30.8,1.6916666666666667,0.17226528854435832,16,20
TorkZ,15.0,116.1,20.0,51.1,700,0.5555555555555556,0.89425,0.059616666666666665,0.75,27.6,43.1,30.8,1.2083333333333333,0.17226528854435832,16,28
TorkZ,15.0,116.1,20.0,51.1,700,0.5555555555555556,0.89425,0.059616666666666665,0.75,27.6,43.1,30.8,0.9666666666666667,0.17226528854435832,16,35
TorkZ,15.0,116.1,20.0,51.1,700,0.5555555555555556,0.89425,0.059616666666666665,0.75,27.6,43.1,30.8,0.8458333333333333,0.17226528854435832,16,40
TorkZ,15.0,116.1,20.0,51.1,800,0.7777777777777778,1.022,0.06813333333333334,0.75,27.6,43.1,30.8,1.6916666666666667,0.17226528854435832,16,20
TorkZ,15.0,116.1,20.0,51.1,800,0.7777777777777778,1.022,0.06813333333333334,0.75,27.6,43.1,30.8,1.2083333333333333,0.17226528854435832,16,28
TorkZ,15.0,116.1,20.0,51.1,800,0.7777777777777778,1.022,0.06813333333333334,0.75,27.6,43.1,30.8,0.9666666666666667,0.17226528854435832,16,35
TorkZ,15.0,116.1,20.0,51.1,800,0.7777777777777778,1.022,0.06813333333333334,0.75,27.6,43.1,30.8,0.8458333333333333,0.17226528854435832,16,40
TorkZ,15.0,116.1,20.0,51.1,900,1.0,1.14975,0.07665000000000001,0.75,27.6,43.1,30.8,1.6916666666666667,0.17226528854435832,16,20
TorkZ,15.0,116.1,20.0,51.1,900,1.0,1.14975,0.07665000000000001,0.75,27.6,43.1,30.8,1.2083333333333333,0.17226528854435832,16,28
TorkZ,15.0,116.1,20.0,51.1,900,1.0,1.14975,0.07665000000000001,0.75,27.6,43.1,30.8,0.9666666666666667,0.17226528854435832,16,35
TorkZ,15.0,116.1,20.0,51.1,900,1.0,1.14975,0.07665000000000001,0.75,27.6,43.1,30.8,0.8458333333333333,0.17226528854435832,16,40
TorkZ,15.0,116.3,23.0,51.1,600,0.3333333333333333,0.881475,0.058765,0.6521739130434783,27.6,43.1,30.8,1.6916666666666667,0.17196904557179707,16,20
TorkZ,15.0,116.3,23.0,51.1,600,0.3333333333333333,0.881475,0.058765,0.6521739130434783,27.6,43.1,30.8,1.2083333333333333,0.17196904557179707,16,28
TorkZ,15.0,116.3,23.0,51.1,600,0.3333333333333333,0.881475,0.058765,0.6521739130434783,27.6,43.1,30.8,0.9666666666666667,0.17196904557179707,16,35
TorkZ,15.0,116.3,23.0,51.1,600,0.3333333333333333,0.881475,0.058765,0.6521739130434783,27.6,43.1,30.8,0.8458333333333333,0.17196904557179707,16,40
TorkZ,15.0,116.3,23.0,51.1,700,0.5555555555555556,1.0283875,0.06855916666666667,0.6521739130434783,27.6,43.1,30.8,1.6916666666666667,0.17196904557179707,16,20
TorkZ,15.0,116.3,23.0,51.1,700,0.5555555555555556,1.0283875,0.06855916666666667,0.6521739130434783,27.6,43.1,30.8,1.2083333333333333,0.17196904557179707,16,28
TorkZ,15.0,116.3,23.0,51.1,700,0.5555555555555556,1.0283875,0.06855916666666667,0.6521739130434783,27.6,43.1,30.8,0.9666666666666667,0.17196904557179707,16,35
TorkZ,15.0,116.3,23.0,51.1,700,0.5555555555555556,1.0283875,0.06855916666666667,0.6521739130434783,27.6,43.1,30.8,0.8458333333333333,0.17196904557179707,16,40
TorkZ,15.0,116.3,23.0,51.1,800,0.7777777777777778,1.1753,0.07835333333333333,0.6521739130434783,27.6,43.1,30.8,1.6916666666666667,0.17196904557179707,16,20
TorkZ,15.0,116.3,23.0,51.1,800,0.7777777777777778,1.1753,0.07835333333333333,0.6521739130434783,27.6,43.1,30.8,1.2083333333333333,0.17196904557179707,16,28
TorkZ,15.0,116.3,23.0,51.1,800,0.7777777777777778,1.1753,0.07835333333333333,0.6521739130434783,27.6,43.1,30.8,0.9666666666666667,0.17196904557179707,16,35
TorkZ,15.0,116.3,23.0,51.1,800,0.7777777777777778,1.1753,0.07835333333333333,0.6521739130434783,27.6,43.1,30.8,0.8458333333333333,0.17196904557179707,16,40
TorkZ,15.0,116.3,23.0,51.1,900,1.0,1.3222125,0.0881475,0.6521739130434783,27.6,43.1,30.8,1.6916666666666667,0.17196904557179707,16,20
TorkZ,15.0,116.3,23.0,51.1,900,1.0,1.3222125,0.0881475,0.6521739130434783,27.6,43.1,30.8,1.2083333333333333,0.17196904557179707,16,28
TorkZ,15.0,116.3,23.0,51.1,900,1.0,1.3222125,0.0881475,0.6521739130434783,27.6,43.1,30.8,0.9666666666666667,0.17196904557179707,16,35
TorkZ,15.0,116.3,23.0,51.1,900,1.0,1.3222125,0.0881475,0.6521739130434783,27.6,43.1,30.8,0.8458333333333333,0.17196904557179707,16,40
TorkZ,10.0,119.3,16.5,51.1,600,0.3333333333333333,0.6323624999999999,0.06323625,0.6060606060606061,27.6,43.1,30.8,1.6916666666666667,0.2095557418273261,16,20
TorkZ,10.0,119.3,16.5,51.1,600,0.3333333333333333,0.6323624999999999,0.06323625,0.6060606060606061,27.6,43.1,30.8,1.2083333333333333,0.2095557418273261,16,28
TorkZ,10.0,119.3,16.5,51.1,600,0.3333333333333333,0.6323624999999999,0.06323625,0.6060606060606061,27.6,43.1,30.8,0.9666666666666667,0.2095557418273261,16,35
TorkZ,10.0,119.3,16.5,51.1,600,0.3333333333333333,0.6323624999999999,0.06323625,0.6060606060606061,27.6,43.1,30.8,0.8458333333333333,0.2095557418273261,16,40
TorkZ,10.0,119.3,16.5,51.1,700,0.5555555555555556,0.73775625,0.073775625,0.6060606060606061,27.6,43.1,30.8,1.6916666666666667,0.2095557418273261,16,20
TorkZ,10.0,119.3,16.5,51.1,700,0.5555555555555556,0.73775625,0.073775625,0.6060606060606061,27.6,43.1,30.8,1.2083333333333333,0.2095557418273261,16,28
TorkZ,10.0,119.3,16.5,51.1,700,0.5555555555555556,0.73775625,0.073775625,0.6060606060606061,27.6,43.1,30.8,0.9666666666666667,0.2095557418273261,16,35
TorkZ,10.0,119.3,16.5,51.1,700,0.5555555555555556,0.73775625,0.073775625,0.6060606060606061,27.6,43.1,30.8,0.8458333333333333,0.2095557418273261,16,40
TorkZ,10.0,119.3,16.5,51.1,800,0.7777777777777778,0.84315,0.084315,0.6060606060606061,27.6,43.1,30.8,1.6916666666666667,0.2095557418273261,16,20
TorkZ,10.0,119.3,16.5,51.1,800,0.7777777777777778,0.84315,0.084315,0.6060606060606061,27.6,43.1,30.8,1.2083333333333333,0.2095557418273261,16,28
TorkZ,10.0,119.3,16.5,51.1,800,0.7777777777777778,0.84315,0.084315,0.6060606060606061,27.6,43.1,30.8,0.9666666666666667,0.2095557418273261,16,35
TorkZ,10.0,119.3,16.5,51.1,800,0.7777777777777778,0.84315,0.084315,0.6060606060606061,27.6,43.1,30.8,0.8458333333333333,0.2095557418273261,16,40
TorkZ,10.0,119.3,16.5,51.1,900,1.0,0.9485437499999999,0.09485437499999999,0.6060606060606061,27.6,43.1,30.8,1.6916666666666667,0.2095557418273261,16,20
TorkZ,10.0,119.3,16.5,51.1,900,1.0,0.9485437499999999,0.09485437499999999,0.6060606060606061,27.6,43.1,30.8,1.2083333333333333,0.2095557418273261,16,28
TorkZ,10.0,119.3,16.5,51.1,900,1.0,0.9485437499999999,0.09485437499999999,0.6060606060606061,27.6,43.1,30.8,0.9666666666666667,0.2095557418273261,16,35
TorkZ,10.0,119.3,16.5,51.1,900,1.0,0.9485437499999999,0.09485437499999999,0.6060606060606061,27.6,43.1,30.8,0.8458333333333333,0.2095557418273261,16,40
TorkZ,7.5,122.1,14.5,51.1,600,0.3333333333333333,0.5557125,0.07409500000000001,0.5172413793103449,27.6,43.1,30.8,1.6916666666666667,0.22522522522522523,16,20
TorkZ,7.5,122.1,14.5,51.1,600,0.3333333333333333,0.5557125,0.07409500000000001,0.5172413793103449,27.6,43.1,30.8,1.2083333333333333,0.22522522522522523,16,28
TorkZ,7.5,122.1,14.5,51.1,600,0.3333333333333333,0.5557125,0.07409500000000001,0.5172413793103449,27.6,43.1,30.8,0.9666666666666667,0.22522522522522523,16,35
TorkZ,7.5,122.1,14.5,51.1,600,0.3333333333333333,0.5557125,0.07409500000000001,0.5172413793103449,27.6,43.1,30.8,0.8458333333333333,0.22522522522522523,16,40
TorkZ,7.5,122.1,14.5,51.1,700,0.5555555555555556,0.64833125,0.08644416666666667,0.5172413793103449,27.6,43.1,30.8,1.6916666666666667,0.22522522522522523,16,20
TorkZ,7.5,122.1,14.5,51.1,700,0.5555555555555556,0.64833125,0.08644416666666667,0.5172413793103449,27.6,43.1,30.8,1.2083333333333333,0.22522522522522523,16,28
TorkZ,7.5,122.1,14.5,51.1,700,0.5555555555555556,0.64833125,0.08644416666666667,0.5172413793103449,27.6,43.1,30.8,0.9666666666666667,0.22522522522522523,16,35
TorkZ,7.5,122.1,14.5,51.1,700,0.5555555555555556,0.64833125,0.08644416666666667,0.5172413793103449,27.6,43.1,30.8,0.8458333333333333,0.22522522522522523,16,40
TorkZ,7.5,122.1,14.5,51.1,800,0.7777777777777778,0.74095,0.09879333333333333,0.5172413793103449,27.6,43.1,30.8,1.6916666666666667,0.22522522522522523,16,20
TorkZ,7.5,122.1,14.5,51.1,800,0.7777777777777778,0.74095,0.09879333333333333,0.5172413793103449,27.6,43.1,30.8,1.2083333333333333,0.22522522522522523,16,28
TorkZ,7.5,122.1,14.5,51.1,800,0.7777777777777778,0.74095,0.09879333333333333,0.5172413793103449,27.6,43.1,30.8,0.9666666666666667,0.22522522522522523,16,35
TorkZ,7.5,122.1,14.5,51.1,800,0.7777777777777778,0.74095,0.09879333333333333,0.5172413793103449,27.6,43.1,30.8,0.8458333333333333,0.22522522522522523,16,40
TorkZ,7.5,122.1,14.5,51.1,900,1.0,0.83356875,0.11114249999999999,0.5172413793103449,27.6,43.1,30.8,1.6916666666666667,0.22522522522522523,16,20
TorkZ,7.5,122.1,14.5,51.1,900,1.0,0.83356875,0.11114249999999999,0.5172413793103449,27.6,43.1,30.8,1.2083333333333333,0.22522522522522523,16,28
TorkZ,7.5,122.1,14.5,51.1,900,1.0,0.83356875,0.11114249999999999,0.5172413793103449,27.6,43.1,30.8,0.9666666666666667,0.22522522522522523,16,35
TorkZ,7.5,122.1,14.5,51.1,900,1.0,0.83356875,0.11114249999999999,0.5172413793103449,27.6,43.1,30.8,0.8458333333333333,0.22522522522522523,16,40
TorkZ,5.0,123.3,14.5,51.1,600,0.3333333333333333,0.5557125,0.1111425,0.3448275862068966,27.6,43.1,30.8,1.6916666666666667,0.24330900243309003,16,20
TorkZ,5.0,123.3,14.5,51.1,600,0.3333333333333333,0.5557125,0.1111425,0.3448275862068966,27.6,43.1,30.8,1.2083333333333333,0.24330900243309003,16,28
TorkZ,5.0,123.3,14.5,51.1,600,0.3333333333333333,0.5557125,0.1111425,0.3448275862068966,27.6,43.1,30.8,0.9666666666666667,0.24330900243309003,16,35
TorkZ,5.0,123.3,14.5,51.1,600,0.3333333333333333,0.5557125,0.1111425,0.3448275862068966,27.6,43.1,30.8,0.8458333333333333,0.24330900243309003,16,40
TorkZ,5.0,123.3,14.5,51.1,700,0.5555555555555556,0.64833125,0.12966625,0.3448275862068966,27.6,43.1,30.8,1.6916666666666667,0.24330900243309003,16,20
TorkZ,5.0,123.3,14.5,51.1,700,0.5555555555555556,0.64833125,0.12966625,0.3448275862068966,27.6,43.1,30.8,1.2083333333333333,0.24330900243309003,16,28
TorkZ,5.0,123.3,14.5,51.1,700,0.5555555555555556,0.64833125,0.12966625,0.3448275862068966,27.6,43.1,30.8,0.9666666666666667,0.24330900243309003,16,35
TorkZ,5.0,123.3,14.5,51.1,700,0.5555555555555556,0.64833125,0.12966625,0.3448275862068966,27.6,43.1,30.8,0.8458333333333333,0.24330900243309003,16,40
TorkZ,5.0,123.3,14.5,51.1,800,0.7777777777777778,0.74095,0.14819,0.3448275862068966,27.6,43.1,30.8,1.6916666666666667,0.24330900243309003,16,20
TorkZ,5.0,123.3,14.5,51.1,800,0.7777777777777778,0.74095,0.14819,0.3448275862068966,27.6,43.1,30.8,1.2083333333333333,0.24330900243309003,16,28
TorkZ,5.0,123.3,14.5,51.1,800,0.7777777777777778,0.74095,0.14819,0.3448275862068966,27.6,43.1,30.8,0.9666666666666667,0.24330900243309003,16,35
TorkZ,5.0,123.3,14.5,51.1,800,0.7777777777777778,0.74095,0.14819,0.3448275862068966,27.6,43.1,30.8,0.8458333333333333,0.24330900243309003,16,40
TorkZ,5.0,123.3,14.5,51.1,900,1.0,0.83356875,0.16671375,0.3448275862068966,27.6,43.1,30.8,1.6916666666666667,0.24330900243309003,16,20
TorkZ,5.0,123.3,14.5,51.1,900,1.0,0.83356875,0.16671375,0.3448275862068966,27.6,43.1,30.8,1.2083333333333333,0.24330900243309003,16,28
TorkZ,5.0,123.3,14.5,51.1,900,1.0,0.83356875,0.16671375,0.3448275862068966,27.6,43.1,30.8,0.9666666666666667,0.24330900243309003,16,35
TorkZ,5.0,123.3,14.5,51.1,900,1.0,0.83356875,0.16671375,0.3448275862068966,27.6,43.1,30.8,0.8458333333333333,0.24330900243309003,16,40
TorkZ,3.0,123.7,13.0,51.1,600,0.3333333333333333,0.4982250000000001,0.16607500000000003,0.23076923076923078,27.6,43.1,30.8,1.6916666666666667,0.2586903799514956,16,20
TorkZ,3.0,123.7,13.0,51.1,600,0.3333333333333333,0.4982250000000001,0.16607500000000003,0.23076923076923078,27.6,43.1,30.8,1.2083333333333333,0.2586903799514956,16,28
TorkZ,3.0,123.7,13.0,51.1,600,0.3333333333333333,0.4982250000000001,0.16607500000000003,0.23076923076923078,27.6,43.1,30.8,0.9666666666666667,0.2586903799514956,16,35
TorkZ,3.0,123.7,13.0,51.1,600,0.3333333333333333,0.4982250000000001,0.16607500000000003,0.23076923076923078,27.6,43.1,30.8,0.8458333333333333,0.2586903799514956,16,40
TorkZ,3.0,123.7,13.0,51.1,700,0.5555555555555556,0.5812625000000001,0.1937541666666667,0.23076923076923078,27.6,43.1,30.8,1.6916666666666667,0.2586903799514956,16,20
TorkZ,3.0,123.7,13.0,51.1,700,0.5555555555555556,0.5812625000000001,0.1937541666666667,0.23076923076923078,27.6,43.1,30.8,1.2083333333333333,0.2586903799514956,16,28
TorkZ,3.0,123.7,13.0,51.1,700,0.5555555555555556,0.5812625000000001,0.1937541666666667,0.23076923076923078,27.6,43.1,30.8,0.9666666666666667,0.2586903799514956,16,35
TorkZ,3.0,123.7,13.0,51.1,700,0.5555555555555556,0.5812625000000001,0.1937541666666667,0.23076923076923078,27.6,43.1,30.8,0.8458333333333333,0.2586903799514956,16,40
TorkZ,3.0,123.7,13.0,51.1,800,0.7777777777777778,0.6643000000000001,0.22143333333333337,0.23076923076923078,27.6,43.1,30.8,1.6916666666666667,0.2586903799514956,16,20
TorkZ,3.0,123.7,13.0,51.1,800,0.7777777777777778,0.6643000000000001,0.22143333333333337,0.23076923076923078,27.6,43.1,30.8,1.2083333333333333,0.2586903799514956,16,28
TorkZ,3.0,123.7,13.0,51.1,800,0.7777777777777778,0.6643000000000001,0.22143333333333337,0.23076923076923078,27.6,43.1,30.8,0.9666666666666667,0.2586903799514956,16,35
TorkZ,3.0,123.7,13.0,51.1,800,0.7777777777777778,0.6643000000000001,0.22143333333333337,0.23076923076923078,27.6,43.1,30.8,0.8458333333333333,0.2586903799514956,16,40
TorkZ,3.0,123.7,13.0,51.1,900,1.0,0.7473375000000001,0.24911250000000004,0.23076923076923078,27.6,43.1,30.8,1.6916666666666667,0.2586903799514956,16,20
TorkZ,3.0,123.7,13.0,51.1,900,1.0,0.7473375000000001,0.24911250000000004,0.23076923076923078,27.6,43.1,30.8,1.2083333333333333,0.2586903799514956,16,28
TorkZ,3.0,123.7,13.0,51.1,900,1.0,0.7473375000000001,0.24911250000000004,0.23076923076923078,27.6,43.1,30.8,0.9666666666666667,0.2586903799514956,16,35
TorkZ,3.0,123.7,13.0,51.1,900,1.0,0.7473375000000001,0.24911250000000004,0.23076923076923078,27.6,43.1,30.8,0.8458333333333333,0.2586903799514956,16,40
